16/06/21 15:09:33
161 seconds passed 
6fcb7d6556d0        0.06%               100.4 MB / 16.78 GB   0.60%               397.5 MB / 980.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               308.3 MB / 1.112 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.56 MB / 16.78 GB   0.29%               2.128 GB / 955.7 MB   0 B / 36.86 kB      0
16/06/21 15:09:41
169 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.71%               1.007 GB / 16.78 GB   6.00%               14.33 MB / 1.749 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               397.5 MB / 980.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               308.3 MB / 1.112 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.56 MB / 16.78 GB   0.29%               2.128 GB / 955.7 MB   0 B / 36.86 kB      0
16/06/21 15:09:43
171 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.73%               1.007 GB / 16.78 GB   6.00%               14.33 MB / 1.749 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               397.5 MB / 980.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.01%               7.725 MB / 16.78 GB   0.05%               308.3 MB / 1.112 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.56 MB / 16.78 GB   0.29%               2.128 GB / 955.7 MB   0 B / 36.86 kB      0
16/06/21 15:09:45
173 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        18.31%              1.01 GB / 16.78 GB    6.02%               14.34 MB / 1.761 MB   0 B / 77.82 kB      0
6fcb7d6556d0        23.49%              100.4 MB / 16.78 GB   0.60%               397.8 MB / 981.3 MB   0 B / 5.632 MB      0
a807a17d1bd8        7.06%               7.725 MB / 16.78 GB   0.05%               308.5 MB / 1.113 GB   0 B / 0 B           0
942b37b9b20c        68.19%              48.71 MB / 16.78 GB   0.29%               2.129 GB / 956.1 MB   0 B / 36.86 kB      0
16/06/21 15:09:47
175 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.09%               1.01 GB / 16.78 GB    6.02%               14.35 MB / 1.768 MB   0 B / 77.82 kB      0
6fcb7d6556d0        5.72%               100.5 MB / 16.78 GB   0.60%               397.9 MB / 981.5 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.15%               7.725 MB / 16.78 GB   0.05%               308.5 MB / 1.113 GB   0 B / 0 B           0
942b37b9b20c        19.24%              48.56 MB / 16.78 GB   0.29%               2.13 GB / 956.3 MB    0 B / 36.86 kB      0
16/06/21 15:09:49
177 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.71%               1.01 GB / 16.78 GB    6.02%               14.36 MB / 1.771 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.4 MB / 16.78 GB   0.60%               397.9 MB / 981.6 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.01%               7.725 MB / 16.78 GB   0.05%               308.6 MB / 1.113 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.62 MB / 16.78 GB   0.29%               2.13 GB / 956.4 MB    0 B / 36.86 kB      0
16/06/21 15:09:51
179 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.69%               1.01 GB / 16.78 GB    6.02%               14.36 MB / 1.771 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.4 MB / 16.78 GB   0.60%               397.9 MB / 981.6 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               308.6 MB / 1.113 GB   0 B / 0 B           0
942b37b9b20c        0.02%               48.62 MB / 16.78 GB   0.29%               2.13 GB / 956.4 MB    0 B / 36.86 kB      0
16/06/21 15:09:53
181 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.69%               1.01 GB / 16.78 GB    6.02%               14.36 MB / 1.771 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               397.9 MB / 981.6 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               308.6 MB / 1.113 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.62 MB / 16.78 GB   0.29%               2.13 GB / 956.4 MB    0 B / 36.86 kB      0
16/06/21 15:09:55
183 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        3.93%               1.01 GB / 16.78 GB    6.02%               14.38 MB / 1.782 MB   0 B / 77.82 kB      0
6fcb7d6556d0        24.70%              100.4 MB / 16.78 GB   0.60%               398.2 MB / 982.1 MB   0 B / 5.632 MB      0
a807a17d1bd8        7.24%               7.725 MB / 16.78 GB   0.05%               308.7 MB / 1.114 GB   0 B / 0 B           0
942b37b9b20c        70.96%              48.41 MB / 16.78 GB   0.29%               2.131 GB / 956.8 MB   0 B / 36.86 kB      0
16/06/21 15:09:57
185 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.88%               1.01 GB / 16.78 GB    6.02%               14.39 MB / 1.79 MB    0 B / 77.82 kB      0
6fcb7d6556d0        4.17%               100.4 MB / 16.78 GB   0.60%               398.3 MB / 982.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        1.61%               7.725 MB / 16.78 GB   0.05%               308.8 MB / 1.114 GB   0 B / 0 B           0
942b37b9b20c        17.47%              48.35 MB / 16.78 GB   0.29%               2.132 GB / 957.1 MB   0 B / 36.86 kB      0
16/06/21 15:09:59
187 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.76%               1.01 GB / 16.78 GB    6.02%               14.4 MB / 1.794 MB    0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.4 MB / 16.78 GB   0.60%               398.5 MB / 982.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               308.9 MB / 1.114 GB   0 B / 0 B           0
942b37b9b20c        0.02%               48.65 MB / 16.78 GB   0.29%               2.132 GB / 957.3 MB   0 B / 36.86 kB      0
16/06/21 15:10:01
189 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.74%               1.01 GB / 16.78 GB    6.02%               14.4 MB / 1.794 MB    0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               398.5 MB / 982.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               308.9 MB / 1.114 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.65 MB / 16.78 GB   0.29%               2.132 GB / 957.3 MB   0 B / 36.86 kB      0
16/06/21 15:10:03
191 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.74%               1.01 GB / 16.78 GB    6.02%               14.4 MB / 1.794 MB    0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               398.5 MB / 982.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               308.9 MB / 1.114 GB   0 B / 0 B           0
942b37b9b20c        0.04%               48.65 MB / 16.78 GB   0.29%               2.132 GB / 957.3 MB   0 B / 36.86 kB      0
16/06/21 15:10:05
193 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        4.48%               1.01 GB / 16.78 GB    6.02%               14.42 MB / 1.805 MB   0 B / 77.82 kB      0
6fcb7d6556d0        21.79%              100.4 MB / 16.78 GB   0.60%               398.7 MB / 983.1 MB   0 B / 5.632 MB      0
a807a17d1bd8        7.23%               7.725 MB / 16.78 GB   0.05%               309.1 MB / 1.115 GB   0 B / 0 B           0
942b37b9b20c        70.69%              48.72 MB / 16.78 GB   0.29%               2.133 GB / 957.7 MB   0 B / 36.86 kB      0
16/06/21 15:10:07
195 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.57%               1.01 GB / 16.78 GB    6.02%               14.43 MB / 1.813 MB   0 B / 77.82 kB      0
6fcb7d6556d0        3.83%               100.4 MB / 16.78 GB   0.60%               398.9 MB / 983.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        1.80%               7.725 MB / 16.78 GB   0.05%               309.2 MB / 1.115 GB   0 B / 0 B           0
942b37b9b20c        17.73%              48.86 MB / 16.78 GB   0.29%               2.134 GB / 958 MB     0 B / 36.86 kB      0
16/06/21 15:10:09
197 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.78%               1.01 GB / 16.78 GB    6.02%               14.44 MB / 1.817 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.4 MB / 16.78 GB   0.60%               398.9 MB / 983.6 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               309.2 MB / 1.116 GB   0 B / 0 B           0
942b37b9b20c        0.04%               48.32 MB / 16.78 GB   0.29%               2.134 GB / 958.1 MB   0 B / 36.86 kB      0
16/06/21 15:10:11
199 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.75%               1.01 GB / 16.78 GB    6.02%               14.44 MB / 1.817 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.4 MB / 16.78 GB   0.60%               398.9 MB / 983.6 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               309.2 MB / 1.116 GB   0 B / 0 B           0
942b37b9b20c        0.04%               48.32 MB / 16.78 GB   0.29%               2.134 GB / 958.1 MB   0 B / 36.86 kB      0
16/06/21 15:10:13
201 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.75%               1.01 GB / 16.78 GB    6.02%               14.44 MB / 1.817 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.06%               100.4 MB / 16.78 GB   0.60%               398.9 MB / 983.6 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               309.2 MB / 1.116 GB   0 B / 0 B           0
942b37b9b20c        0.04%               48.32 MB / 16.78 GB   0.29%               2.134 GB / 958.1 MB   0 B / 36.86 kB      0
16/06/21 15:10:15
203 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        3.41%               1.01 GB / 16.78 GB    6.02%               14.46 MB / 1.827 MB   0 B / 77.82 kB      0
6fcb7d6556d0        25.03%              100.4 MB / 16.78 GB   0.60%               399.2 MB / 984.1 MB   0 B / 5.632 MB      0
a807a17d1bd8        7.03%               7.725 MB / 16.78 GB   0.05%               309.4 MB / 1.116 GB   0 B / 0 B           0
942b37b9b20c        68.92%              48.66 MB / 16.78 GB   0.29%               2.135 GB / 958.5 MB   0 B / 36.86 kB      0
16/06/21 15:10:17
205 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.57%               1.01 GB / 16.78 GB    6.02%               14.48 MB / 1.837 MB   0 B / 77.82 kB      0
6fcb7d6556d0        8.25%               100.4 MB / 16.78 GB   0.60%               399.4 MB / 984.6 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.52%               7.725 MB / 16.78 GB   0.05%               309.5 MB / 1.117 GB   0 B / 0 B           0
942b37b9b20c        22.58%              49.01 MB / 16.78 GB   0.29%               2.136 GB / 959 MB     0 B / 36.86 kB      0
16/06/21 15:10:19
207 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.78%               1.01 GB / 16.78 GB    6.02%               14.49 MB / 1.84 MB    0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               399.5 MB / 984.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               309.5 MB / 1.117 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.41 MB / 16.78 GB   0.29%               2.137 GB / 959.1 MB   0 B / 36.86 kB      0
16/06/21 15:10:21
209 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.72%               1.01 GB / 16.78 GB    6.02%               14.49 MB / 1.84 MB    0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               399.5 MB / 984.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               309.5 MB / 1.117 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.41 MB / 16.78 GB   0.29%               2.137 GB / 959.1 MB   0 B / 36.86 kB      0
16/06/21 15:10:23
211 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.74%               1.01 GB / 16.78 GB    6.02%               14.49 MB / 1.84 MB    0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               399.5 MB / 984.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               309.5 MB / 1.117 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.41 MB / 16.78 GB   0.29%               2.137 GB / 959.1 MB   0 B / 36.86 kB      0
16/06/21 15:10:25
213 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        9.03%               1.01 GB / 16.78 GB    6.02%               14.5 MB / 1.849 MB    0 B / 77.82 kB      0
6fcb7d6556d0        17.82%              100.6 MB / 16.78 GB   0.60%               399.7 MB / 985 MB     0 B / 5.632 MB      0
a807a17d1bd8        5.60%               7.725 MB / 16.78 GB   0.05%               309.7 MB / 1.117 GB   0 B / 0 B           0
942b37b9b20c        55.01%              49.02 MB / 16.78 GB   0.29%               2.137 GB / 959.4 MB   0 B / 36.86 kB      0
16/06/21 15:10:27
215 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.74%               1.01 GB / 16.78 GB    6.02%               14.52 MB / 1.859 MB   0 B / 77.82 kB      0
6fcb7d6556d0        8.81%               100.6 MB / 16.78 GB   0.60%               399.9 MB / 985.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.36%               7.725 MB / 16.78 GB   0.05%               309.8 MB / 1.118 GB   0 B / 0 B           0
942b37b9b20c        23.19%              48.63 MB / 16.78 GB   0.29%               2.138 GB / 959.7 MB   0 B / 36.86 kB      0
16/06/21 15:10:29
217 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.75%               1.01 GB / 16.78 GB    6.02%               14.53 MB / 1.862 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.4 MB / 16.78 GB   0.60%               400 MB / 985.6 MB     0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               309.8 MB / 1.118 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.63 MB / 16.78 GB   0.29%               2.139 GB / 959.9 MB   0 B / 36.86 kB      0
16/06/21 15:10:31
219 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.75%               1.01 GB / 16.78 GB    6.02%               14.53 MB / 1.862 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.4 MB / 16.78 GB   0.60%               400 MB / 985.6 MB     0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               309.8 MB / 1.118 GB   0 B / 0 B           0
942b37b9b20c        0.02%               48.63 MB / 16.78 GB   0.29%               2.139 GB / 959.9 MB   0 B / 36.86 kB      0
16/06/21 15:10:33
221 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.77%               1.01 GB / 16.78 GB    6.02%               14.53 MB / 1.862 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               400 MB / 985.6 MB     0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               309.8 MB / 1.118 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.63 MB / 16.78 GB   0.29%               2.139 GB / 959.9 MB   0 B / 36.86 kB      0
16/06/21 15:10:35
223 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        3.20%               1.01 GB / 16.78 GB    6.02%               14.54 MB / 1.871 MB   0 B / 77.82 kB      0
6fcb7d6556d0        19.80%              100.7 MB / 16.78 GB   0.60%               400.2 MB / 985.9 MB   0 B / 5.632 MB      0
a807a17d1bd8        5.91%               7.725 MB / 16.78 GB   0.05%               309.9 MB / 1.118 GB   0 B / 0 B           0
942b37b9b20c        54.28%              49.22 MB / 16.78 GB   0.29%               2.139 GB / 960.2 MB   0 B / 36.86 kB      0
16/06/21 15:10:37
225 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.83%               1.01 GB / 16.78 GB    6.02%               14.57 MB / 1.882 MB   0 B / 77.82 kB      0
6fcb7d6556d0        4.82%               100.7 MB / 16.78 GB   0.60%               400.5 MB / 986.6 MB   0 B / 5.632 MB      0
a807a17d1bd8        1.73%               7.725 MB / 16.78 GB   0.05%               310.1 MB / 1.119 GB   0 B / 0 B           0
942b37b9b20c        18.22%              48.71 MB / 16.78 GB   0.29%               2.141 GB / 960.7 MB   0 B / 36.86 kB      0
16/06/21 15:10:39
227 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.77%               1.01 GB / 16.78 GB    6.02%               14.58 MB / 1.886 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.4 MB / 16.78 GB   0.60%               400.5 MB / 986.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               310.2 MB / 1.119 GB   0 B / 0 B           0
942b37b9b20c        0.04%               48.69 MB / 16.78 GB   0.29%               2.141 GB / 960.8 MB   0 B / 36.86 kB      0
16/06/21 15:10:41
229 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.73%               1.01 GB / 16.78 GB    6.02%               14.58 MB / 1.886 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.4 MB / 16.78 GB   0.60%               400.5 MB / 986.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.01%               7.725 MB / 16.78 GB   0.05%               310.2 MB / 1.119 GB   0 B / 0 B           0
942b37b9b20c        0.04%               48.69 MB / 16.78 GB   0.29%               2.141 GB / 960.8 MB   0 B / 36.86 kB      0
16/06/21 15:10:43
231 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.74%               1.01 GB / 16.78 GB    6.02%               14.58 MB / 1.886 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.4 MB / 16.78 GB   0.60%               400.5 MB / 986.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               310.2 MB / 1.119 GB   0 B / 0 B           0
942b37b9b20c        0.05%               48.69 MB / 16.78 GB   0.29%               2.141 GB / 960.8 MB   0 B / 36.86 kB      0
16/06/21 15:10:45
233 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.55%               1.01 GB / 16.78 GB    6.02%               14.59 MB / 1.893 MB   0 B / 77.82 kB      0
6fcb7d6556d0        14.32%              100.4 MB / 16.78 GB   0.60%               400.7 MB / 987 MB     0 B / 5.632 MB      0
a807a17d1bd8        3.98%               7.725 MB / 16.78 GB   0.05%               310.3 MB / 1.119 GB   0 B / 0 B           0
942b37b9b20c        40.49%              48.78 MB / 16.78 GB   0.29%               2.141 GB / 961.1 MB   0 B / 36.86 kB      0
16/06/21 15:10:47
235 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.02%               1.01 GB / 16.78 GB    6.02%               14.62 MB / 1.906 MB   0 B / 77.82 kB      0
6fcb7d6556d0        4.88%               100.7 MB / 16.78 GB   0.60%               401 MB / 987.6 MB     0 B / 5.632 MB      0
a807a17d1bd8        1.68%               7.725 MB / 16.78 GB   0.05%               310.4 MB / 1.12 GB    0 B / 0 B           0
942b37b9b20c        18.36%              48.43 MB / 16.78 GB   0.29%               2.143 GB / 961.6 MB   0 B / 36.86 kB      0
16/06/21 15:10:49
237 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.72%               1.01 GB / 16.78 GB    6.02%               14.63 MB / 1.909 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.5 MB / 16.78 GB   0.60%               401.1 MB / 987.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.01%               7.725 MB / 16.78 GB   0.05%               310.5 MB / 1.12 GB    0 B / 0 B           0
942b37b9b20c        0.03%               48.39 MB / 16.78 GB   0.29%               2.143 GB / 961.7 MB   0 B / 36.86 kB      0
16/06/21 15:10:51
239 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.72%               1.01 GB / 16.78 GB    6.02%               14.63 MB / 1.909 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.5 MB / 16.78 GB   0.60%               401.1 MB / 987.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               310.5 MB / 1.12 GB    0 B / 0 B           0
942b37b9b20c        0.02%               48.39 MB / 16.78 GB   0.29%               2.143 GB / 961.7 MB   0 B / 36.86 kB      0
16/06/21 15:10:53
241 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.72%               1.01 GB / 16.78 GB    6.02%               14.63 MB / 1.909 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.5 MB / 16.78 GB   0.60%               401.1 MB / 987.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               310.5 MB / 1.12 GB    0 B / 0 B           0
942b37b9b20c        0.03%               48.39 MB / 16.78 GB   0.29%               2.143 GB / 961.7 MB   0 B / 36.86 kB      0
16/06/21 15:10:55
243 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.39%               1.01 GB / 16.78 GB    6.02%               14.64 MB / 1.916 MB   0 B / 77.82 kB      0
6fcb7d6556d0        15.12%              100.5 MB / 16.78 GB   0.60%               401.2 MB / 988 MB     0 B / 5.632 MB      0
a807a17d1bd8        4.11%               7.725 MB / 16.78 GB   0.05%               310.6 MB / 1.12 GB    0 B / 0 B           0
942b37b9b20c        41.00%              48.39 MB / 16.78 GB   0.29%               2.144 GB / 962 MB     0 B / 36.86 kB      0
16/06/21 15:10:57
245 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.58%               1.01 GB / 16.78 GB    6.02%               14.66 MB / 1.929 MB   0 B / 77.82 kB      0
6fcb7d6556d0        10.16%              100.5 MB / 16.78 GB   0.60%               401.5 MB / 988.6 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.66%               7.725 MB / 16.78 GB   0.05%               310.7 MB / 1.121 GB   0 B / 0 B           0
942b37b9b20c        26.87%              48.41 MB / 16.78 GB   0.29%               2.145 GB / 962.4 MB   0 B / 36.86 kB      0
16/06/21 15:10:59
247 seconds passed 
